Species,th.len.m,th.len.m_se,th.wid.m,th.wid.m_se,th.hei.m,th.hei.m_se,th.vol.m,th.vol.m_se,wing.area.m,wing.area.m_se,resid.th.vol.m,wing.loading.m,tot.dry.mass.m,tot.dry.mass.m_se,sp.total.len,sp.total.len_se,testis.len,testis.len_se,agland.area,agland.area_se,resid.agland.area,rank.res.ag.area,eb.extn_bin,eb.extn.branched_bin,eb.extn.len,eb.extn.len_se,eb.area,eb.area_se,resid.eb.area,rank.res.eb.area,dry.testis.mass,dry.testis.mass_se,resid.testis.mass,rank.res.testis.mass,TRI.m.weighted,TRI.m.unweighted,sperm.per.cop,sperm.per.cop_se,th.len.f,th.len.f_se,th.wid.f,th.wid.f_se,th.hei.f,th.hei.f_se,th.vol.f,th.vol.f_se,resid.th.vol.f,wing.area.f,wing.area.f_se,wing.loading.f,tot.dry.mass.f,tot.dry.mass.f_se,sr.len,sr.len_se,ovariole.no,ovariole.no_se,egg.len,egg.len_se,egg.wid.mean,egg.w_se,egg.asp.ratio,egg.vol,egg.vol_se,chor.app.no,chor.app.len,app.len_se,spth.duct.len,spth.duct.len_se,spth.cap.len,spth.cap.len_se,spth.cap.wid,spth.cap.wid_se,spth.cap.vol,spth.cap.vol_se,spth.int.len,spth.int.len_se,spth.melanized_bin,sp.sotrage_bin,virgin.cop.dur,virgin.cop.dur_se,remating.int.50,monandry_bin,remating.cop.dur,remating.cop.dur_se,re.vir.cop.diff,sp.eject_bin,sp.eject.time,sp.eject.time_se,plug_bin,insemin.rxn_bin,Age.reproductive.maturity.f,Age.reproductive.maturity.m,std.aging.rate.f,std.aging.rate.m,life.expectancy.f,life.expectancy.m,net.repro.output,early.repro.output,std.sex.siz.diff,std.aging.rate.bias,life.expectancy.bias,anisogamy,OSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_prolongata,1.640,0.014,1.060,0.014,1.452,0.014,2.524,0.016,2.814,0.092,0.238,-0.029,1.114,0.057,2.512,0.024,3.941,0.050,0.219,0.003,-0.564,126,0,0,0,0,0.043,0.003,-0.511,116,0.033,0.007,-0.800,122,122,364,2078.200,113.615,1.524,0.015,1.004,0.012,1.416,0.007,2.167,0.012,0.442,2.765,0.067,0.142,0.895,0.021,3.530,0.095,21.000,0.775,0.708,0.005,0.243,0.003,2.914,0.022,0.000,2.000,0.570,0.012,0.180,0.017,0.071,0.003,0.074,0.001,0.000,0.000,0.056,0.003,1,0,5.394,0.246,4.000,0,5.375,1.034,0.996,1,600.000,,1,0,4.000,3.000,3.530,4.250,109.666,57.628,52.000,7.000,-0.152,-0.719,0.928,0.003,2.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_prosaltans,0.833,0.019,0.648,0.011,0.828,0.021,0.446,0.006,1.067,0.027,-0.019,-0.126,0.177,0.011,8.240,0.280,3.352,0.246,0.100,0.006,-0.621,130,0,0,0,0,0.024,0.001,-0.336,107,0.012,0.001,0.363,16,68.4,253,49.200,8.000,1.063,0.045,0.723,0.005,1.023,0.012,0.785,0.012,0.206,1.545,0.046,-0.032,0.240,0.022,12.226,0.052,37.400,0.872,0.491,0.004,0.183,0.003,2.679,0.009,0.000,2.000,0.352,0.006,0.246,0.038,0.099,0.003,0.109,0.001,0.001,0.000,,,0,0,23.000,0.374,3.000,0,220.500,17.614,9.587,0,,,0,0,4.000,5.000,3.900,3.340,51.458,42.013,225.000,15.000,0.551,0.558,0.293,0.000,1.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_prostipennis,1.008,0.016,0.770,0.012,0.828,0.016,0.642,0.006,1.384,0.019,-0.175,-0.174,0.339,0.016,2.286,0.074,3.140,0.084,0.221,0.033,0.020,73,0,0,0,0,0.027,0.002,-0.368,110,0.018,0.005,-0.012,46,66.9,229,1473.800,111.381,1.220,0.013,0.895,0.010,0.978,0.014,1.067,0.008,-0.022,1.833,0.050,-0.141,0.594,0.013,4.124,0.118,20.800,0.583,0.531,0.005,0.209,0.002,2.544,0.012,0.000,2.000,0.490,0.017,0.157,0.005,0.059,0.002,0.073,0.002,0.000,0.000,0.044,0.002,1,0,48.795,2.019,35.000,1,,,0.000,0,,,1,0,4.000,3.000,4.370,4.340,30.766,31.474,170.000,49.000,0.498,0.026,-0.033,0.002,3.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pseudoananassae,0.805,0.015,0.663,0.013,0.790,0.016,0.421,0.005,1.001,0.039,0.121,-0.074,0.139,0.004,2.341,0.096,3.261,0.371,0.138,0.017,-0.272,99,0,0,0,0,0.048,0.003,0.397,58,0.004,0.001,-0.339,82,82.3,239,1595.600,120.271,0.930,0.013,0.723,0.009,0.875,0.013,0.588,0.005,-1.279,1.646,0.078,-0.595,1.809,0.053,3.175,0.058,27.250,1.887,0.481,0.003,0.165,0.002,2.909,0.007,0.000,2.000,0.309,0.006,0.217,0.005,0.061,0.004,0.056,0.001,0.000,0.000,0.136,0.095,1,0,10.056,0.287,35.000,1,,,0.000,0,,,1,0,4.000,2.000,3.660,3.230,30.722,43.857,102.000,50.000,0.330,0.430,-0.514,0.001,3.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pseudoobscura,1.015,0.011,0.770,0.008,0.950,0.013,0.742,0.005,1.927,0.016,0.196,0.291,0.256,0.006,0.360,0.010,0.715,0.011,0.109,0.005,-0.752,139,0,0,0,0,0.050,0.005,0.189,70,0.006,0.000,-0.738,115,113.2,324,25000.000,0.000,1.075,0.017,0.898,0.009,1.025,0.010,0.989,0.007,0.290,2.196,0.023,0.243,0.308,0.008,0.496,0.009,41.833,1.249,0.434,0.005,0.162,0.002,2.686,0.006,0.000,2.000,0.267,0.004,0.133,0.005,0.046,0.000,0.071,0.001,0.000,0.000,0.036,0.000,1,0,5.400,0.100,4.000,0,5.500,0.100,1.019,1,600.000,,1,0,3.000,1.000,3.840,3.110,15.215,31.112,80.000,34.000,0.285,0.730,-1.032,0.006,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_pseudotakahashii,0.960,0.008,0.693,0.006,0.880,0.010,0.585,0.003,1.236,0.023,0.005,-0.125,0.241,0.013,1.807,0.035,2.026,0.019,0.127,0.012,-0.494,119,0,0,0,0,0.019,0.001,-0.695,124,0.005,0.000,-0.771,119,120,362,1134.400,28.558,1.058,0.006,0.783,0.008,0.948,0.011,0.784,0.004,0.035,1.761,0.026,0.011,0.320,0.010,2.291,0.097,25.600,0.678,0.587,0.005,0.195,0.021,3.006,0.014,0.000,3.000,0.455,0.010,0.124,0.004,0.054,0.001,0.049,0.001,0.000,0.000,0.032,0.002,1,0,30.156,1.449,21.000,0,28.111,2.643,0.932,1,600.000,,1,0,4.000,3.000,7.090,6.640,80.760,88.966,116.000,22.000,0.291,0.454,-0.140,0.003,2.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_punjabiensis,0.850,0.009,0.613,0.009,0.790,0.008,0.411,0.003,1.099,0.020,0.091,0.017,0.140,0.007,0.953,0.023,2.125,0.073,0.158,0.008,-0.130,85,0,0,0,0,0.010,0.001,-1.161,142,0.004,0.001,-0.408,88,97.9,315,1694.000,115.899,0.915,0.010,0.680,0.011,0.868,0.005,0.540,0.004,-0.228,1.432,0.023,-0.139,0.266,0.009,1.505,0.115,26.600,0.678,0.443,0.006,0.151,0.003,2.925,0.005,0.000,2.000,0.371,0.011,0.131,0.006,0.055,0.005,0.049,0.003,0.000,0.000,,,0,1,4.091,0.197,1.000,0,5.091,0.505,1.244,1,303.000,10.198,1,0,4.000,4.000,3.160,3.520,58.104,40.942,224.000,28.000,0.270,-0.362,0.505,0.002,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_quadrilineata,1.232,0.013,0.895,0.008,1.133,0.020,1.250,0.009,1.983,0.016,0.163,-0.008,0.510,0.014,1.115,0.052,1.285,0.064,0.201,0.032,-0.355,111,1,12,11.7835,0.178898016,0.534,0.001,2.318,2,0.016,0.002,-0.603,101,84.2,214,1200.200,54.115,1.251,0.022,0.933,0.009,1.235,0.006,1.442,0.010,0.125,2.211,0.072,-0.034,0.769,0.043,1.466,0.117,25.600,0.510,0.498,0.005,0.183,0.001,2.724,0.009,0.000,4.000,0.622,0.013,0.138,0.008,0.074,0.001,0.069,0.001,0.000,0.000,0.028,0.002,1,0,15.850,0.406,14.000,0,15.182,0.672,0.958,1,600.000,,1,1,4.000,4.000,1.250,1.660,89.892,67.027,166.000,52.000,0.143,-0.410,0.423,0.003,3.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_quinaria,1.314,0.014,0.921,0.017,1.273,0.018,1.540,0.013,2.359,0.051,0.466,0.221,0.454,0.018,2.744,0.079,3.804,0.026,0.169,0.012,-0.615,129,0,0,0,0,0.025,0.001,-0.852,131,0.021,0.001,-0.184,62,95.9,322,502.600,36.895,1.340,0.019,0.956,0.009,1.308,0.029,1.674,0.016,0.542,2.731,0.056,0.317,0.490,0.008,5.083,0.184,34.000,0.548,0.509,0.005,0.187,0.001,2.716,0.009,0.000,3.000,0.174,0.009,0.115,0.008,0.099,0.004,0.114,0.002,0.001,0.000,0.079,0.003,1,0,7.462,0.249,1.000,0,7.583,0.358,1.016,1,202.500,23.479,1,1,4.000,4.000,3.420,3.080,11.004,16.025,78.000,0.000,0.083,0.343,-0.542,0.001,-0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_repleta,1.279,0.012,0.813,0.014,1.156,0.016,1.201,0.010,2.464,0.076,-0.098,0.079,0.672,0.043,6.550,,10.971,0.140,0.293,0.012,0.038,69,0,0,0,0,0.069,0.010,0.293,64,0.027,0.003,-0.395,86,76.5,219,400.600,42.945,1.390,0.011,0.940,0.009,1.317,0.011,1.721,0.009,0.175,3.075,0.043,0.229,0.953,0.060,15.099,0.237,42.600,1.122,0.445,0.004,0.153,0.001,2.908,0.005,0.000,4.000,0.418,0.006,0.017,0.001,0.020,0.001,0.008,0.000,0.000,0.000,0.018,0.000,1,0,2.161,0.105,3.000,0,3.231,0.257,1.495,1,247.500,7.159,1,0,4.000,6.000,2.440,2.060,101.003,99.298,478.000,105.000,0.356,0.385,0.025,0.000,1.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_repletoides,1.220,0.014,0.840,0.015,1.073,0.026,1.099,0.012,1.960,0.021,0.063,-0.003,0.492,0.016,4.127,0.131,5.826,0.281,0.236,0.014,-0.143,86,1,3,3.310666667,0.327012742,0.113,0.002,0.823,27,0.023,0.002,-0.190,63,62.7,176,519.200,44.867,1.378,0.009,1.048,0.018,1.248,0.024,1.801,0.016,0.627,2.529,0.046,0.246,0.480,0.002,8.564,0.328,58.200,1.114,0.469,0.003,0.158,0.001,2.979,0.006,0.000,4.000,0.211,0.005,0.225,0.005,0.128,0.003,0.134,0.009,0.002,0.000,0.080,0.003,1,0,35.425,1.290,2.000,0,34.846,1.775,0.984,1,278.077,12.083,1,0,4.000,4.000,4.140,3.280,22.458,46.957,330.000,99.000,0.484,0.863,-1.064,0.000,-0.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_rhopaloa,1.003,0.005,0.693,0.006,0.980,0.009,0.680,0.003,1.193,0.035,0.136,-0.173,0.247,0.026,2.430,,2.656,0.040,0.098,0.008,-0.819,142,0,0,0,0,0.017,0.001,-0.877,132,0.005,0.001,-0.909,128,133,402,2074.000,51.466,1.050,0.007,0.788,0.009,1.038,0.009,0.858,0.004,-0.094,1.670,0.042,-0.157,0.463,0.024,3.284,0.129,13.600,0.510,0.653,0.004,0.237,0.002,2.752,0.019,0.000,2.000,0.312,0.008,0.229,0.011,0.062,0.001,0.066,0.003,0.000,0.000,0.050,0.001,1,0,16.825,0.645,21.000,0,10.538,0.447,0.626,1,264.000,10.536,1,0,4.000,3.000,1.840,1.640,11.988,18.486,32.000,14.000,0.231,0.198,-0.625,0.003,2.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_robusta,1.381,0.012,0.908,0.011,1.359,0.016,1.704,0.011,2.809,0.110,-0.053,0.029,0.982,0.045,6.630,0.090,7.090,0.128,0.143,0.009,-0.827,144,0,0,0,0,0.028,0.001,-0.771,127,0.060,0.003,-0.051,51,94.1,322,401.800,52.727,1.479,0.012,0.968,0.010,1.381,0.009,1.978,0.010,0.274,3.268,0.073,0.269,1.019,0.221,8.070,0.194,38.400,0.245,0.478,0.003,0.161,0.002,2.970,0.007,0.000,4.000,0.438,0.007,0.239,0.011,0.165,0.004,0.112,0.003,0.002,0.000,0.111,0.003,1,0,1.000,0.000,2.000,0,1.154,0.104,1.154,1,124.500,6.727,1,0,6.000,10.000,1.730,1.780,26.296,15.447,160.000,103.000,0.149,-0.054,0.768,0.000,1.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_rufa,1.085,0.010,0.710,0.008,0.978,0.009,0.753,0.004,1.556,0.030,0.261,0.107,0.240,0.009,4.347,0.157,5.606,0.048,0.279,0.026,0.186,47,0,0,0,0,0.017,0.003,-0.883,133,0.007,0.000,-0.562,97,89.2,277,1209.200,66.431,1.130,0.006,0.810,0.009,1.040,0.007,0.952,0.005,0.233,1.885,0.036,0.080,0.318,0.011,6.209,0.624,28.200,0.735,0.463,0.004,0.157,0.002,2.938,0.006,0.000,2.000,0.316,0.009,0.154,0.009,0.044,0.005,0.064,0.001,0.000,0.000,,,0,1,8.923,1.830,7.000,0,6.154,0.249,0.690,1,447.000,10.440,1,0,4.000,4.000,2.180,3.150,90.576,24.683,132.000,86.000,0.233,-0.970,1.876,0.000,3.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_saltans,0.835,0.019,0.720,0.020,0.678,0.018,0.407,0.006,1.231,0.019,-0.224,-0.050,0.204,0.006,8.960,0.450,3.979,0.088,0.104,0.004,-0.544,123,0,0,0,0,0.028,0.002,-0.139,95,0.012,0.002,0.214,25,68.4,243,97.170,,0.993,0.006,0.803,0.013,1.090,0.013,0.868,0.006,0.117,1.653,0.013,-0.064,0.331,0.010,13.352,0.176,27.900,0.379,0.479,0.007,0.179,0.004,2.682,0.008,0.000,2.000,0.361,0.008,0.330,0.010,0.143,0.003,0.155,0.005,0.004,0.000,0.072,0.006,1,0,12.385,0.467,21.000,0,15.357,0.668,1.240,1,600.000,,1,0,4.000,3.000,4.960,5.210,83.437,70.462,565.000,103.000,0.723,-0.254,0.244,0.000,3.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_santomea,0.835,0.019,0.720,0.020,0.678,0.018,0.407,0.006,1.235,0.012,-0.129,0.009,0.182,0.008,1.110,,1.591,0.022,0.077,0.015,-0.849,146,0,0,0,0,0.016,0.002,-0.686,122,0.004,0.000,-0.841,125,130.7,393,1022.000,41.901,0.980,0.013,0.758,0.010,0.953,0.006,0.707,0.005,-0.015,1.534,0.022,-0.100,0.293,0.027,1.600,0.043,17.600,0.678,0.555,0.004,0.184,0.002,3.009,0.010,0.000,2.000,0.392,0.011,0.191,0.005,0.045,0.001,0.062,0.001,0.000,0.000,0.025,0.001,1,0,27.660,0.719,35.000,1,,,0.000,0,,,0,0,4.000,3.000,4.880,3.920,58.804,114.077,222.000,53.000,0.538,0.961,-0.956,0.003,2.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_sechellia,0.888,0.020,0.693,0.013,0.820,0.023,0.504,0.007,1.230,0.054,-0.046,-0.072,0.214,0.008,1.595,0.020,2.183,0.018,0.174,0.024,-0.121,84,0,0,0,0,0.047,0.002,0.288,65,0.010,0.002,0.023,42,59.2,191,1015.600,46.569,1.000,0.010,0.788,0.014,0.943,0.010,0.742,0.006,-0.017,1.486,0.036,-0.158,0.318,0.020,1.719,0.042,16.000,1.183,0.576,0.003,0.204,0.003,2.826,0.013,0.000,2.000,0.362,0.010,0.192,0.004,0.043,0.001,0.072,0.002,0.000,0.000,0.028,0.001,1,0,25.229,0.898,7.000,0,19.333,2.848,0.766,1,600.000,,1,0,3.000,1.000,2.840,3.780,104.784,40.328,339.000,191.000,0.382,-0.940,1.378,0.003,3.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_seguyi,0.945,0.008,0.675,0.014,0.815,0.024,0.520,0.006,1.326,0.034,0.010,0.018,0.207,0.015,5.438,0.214,6.025,0.019,0.344,0.026,0.551,18,0,0,0,0,0.016,0.002,-0.776,128,0.010,0.001,-0.004,45,53.5,191,672.000,31.402,1.035,0.016,0.808,0.011,0.978,0.013,0.817,0.007,-0.116,1.805,0.011,-0.066,0.443,0.019,7.515,0.174,30.400,1.030,0.492,0.004,0.166,0.002,2.956,0.007,0.000,2.000,0.331,0.007,0.121,0.019,0.053,0.002,0.053,0.001,0.000,0.000,,,0,1,6.432,0.508,2.000,0,7.000,0.577,1.088,1,387.273,24.171,1,0,4.000,4.000,5.700,5.850,119.247,108.843,400.000,227.000,0.444,-0.152,0.132,0.000,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_serrata,0.885,0.021,0.623,0.013,0.795,0.020,0.438,0.006,1.057,0.020,-0.194,-0.228,0.215,0.006,1.687,0.033,2.773,0.108,0.331,0.009,0.584,16,0,0,0,0,0.034,0.004,0.035,82,0.010,0.001,-0.028,48,45.2,146,634.400,51.485,1.274,0.017,0.999,0.054,1.139,0.061,1.449,0.038,0.463,2.274,0.044,0.168,0.438,0.040,4.755,0.207,28.200,0.860,0.474,0.005,0.170,0.003,2.789,0.007,0.000,2.000,0.411,0.005,0.153,0.019,0.070,0.002,0.066,0.002,0.000,0.000,,,0,1,4.854,0.199,1.000,0,4.714,0.194,0.971,0,,,0,0,4.000,5.000,5.160,5.150,139.173,77.611,459.000,117.000,1.072,0.014,0.843,0.001,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_siamana,1.396,0.013,0.992,0.014,1.204,0.017,1.667,0.012,2.193,0.036,0.148,-0.087,0.744,0.041,4.140,0.233,5.190,0.020,0.375,0.033,0.146,56,1,1,0.585,0.12286985,0.090,0.002,0.403,56,0.017,0.003,-0.982,134,95,246,871.600,52.301,1.500,0.014,1.116,0.013,1.292,0.027,2.163,0.018,0.486,2.690,0.064,0.139,0.828,0.015,7.653,0.073,64.600,0.748,0.507,0.005,0.183,0.002,2.772,0.009,0.000,4.000,0.633,0.011,0.101,0.009,0.150,0.004,0.136,0.001,0.002,0.000,0.133,0.003,1,0,21.244,0.605,21.000,0,23.533,2.253,1.108,1,163.333,11.024,1,1,4.000,4.000,5.090,4.860,136.552,157.028,197.000,9.000,0.259,0.227,-0.202,0.001,2.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_simulans,0.950,0.010,0.668,0.013,0.785,0.011,0.498,0.004,1.551,0.029,0.074,0.239,0.181,0.014,1.140,0.010,1.658,0.031,0.226,0.020,0.148,54,0,0,0,0,0.054,0.004,0.434,50,0.009,0.001,0.064,36,44.2,140,1340.000,35.000,1.025,0.014,0.773,0.007,0.953,0.011,0.754,0.005,-0.022,1.911,0.085,0.082,0.330,0.028,2.543,0.102,43.200,4.212,0.529,0.003,0.186,0.002,2.839,0.010,0.000,2.000,0.405,0.009,0.199,0.004,0.044,0.004,0.063,0.002,0.000,0.000,0.035,0.002,1,0,23.300,0.300,3.000,0,25.300,0.440,1.086,1,600.000,,1,0,3.000,1.000,3.550,3.160,31.047,45.222,193.000,76.000,0.410,0.391,-0.543,0.003,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_sordidula,1.457,0.009,0.975,0.006,1.324,0.008,1.880,0.007,3.068,0.103,0.176,0.195,0.834,0.016,4.708,0.115,5.760,0.133,0.235,0.027,-0.373,115,0,0,0,0,0.032,0.003,-0.692,123,0.067,0.004,0.244,24,71.1,262,514.800,42.815,1.644,0.013,1.056,0.015,1.500,0.011,2.604,0.015,0.314,3.702,0.088,0.270,1.516,0.037,6.523,0.217,59.400,1.077,0.487,0.002,0.168,0.001,2.905,0.007,0.000,4.000,0.509,0.009,0.311,0.012,0.186,0.004,0.137,0.002,0.003,0.000,0.132,0.002,1,0,1.025,0.025,2.000,0,1.000,0.000,0.976,1,199.500,8.958,1,0,5.000,8.000,3.010,3.680,25.746,7.745,211.000,108.000,0.323,-0.667,1.733,0.001,2.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_stalkeri,1.135,0.009,0.760,0.007,1.093,0.012,0.942,0.005,1.921,0.036,0.094,0.086,0.391,0.038,2.704,0.010,3.690,0.097,0.540,0.036,0.751,10,0,0,0,0,0.042,0.003,-0.107,92,0.007,0.001,-1.103,136,89.4,238,874.600,65.499,1.135,0.009,0.760,0.007,1.093,0.012,0.942,0.005,0.009,2.165,0.056,0.107,0.456,0.010,5.777,0.175,37.600,1.691,0.460,0.005,0.171,0.003,2.689,0.007,0.000,4.000,0.510,0.011,0.264,0.014,0.040,0.003,0.041,0.001,0.000,0.000,0.022,0.002,1,1,4.024,0.134,4.000,0,3.462,0.291,0.860,0,,,0,0,5.000,6.000,3.800,3.740,40.277,46.613,73.000,46.000,0.000,0.062,-0.211,0.001,1.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_sturtevanti,0.953,0.016,0.705,0.012,1.000,0.013,0.672,0.006,1.495,0.032,-0.061,-0.055,0.311,0.004,19.800,0.450,8.276,0.096,0.132,0.004,-0.518,121,0,0,0,0,0.061,0.011,0.421,52,0.023,0.001,0.366,15,54.2,188,49.200,1.440,1.013,0.014,0.763,0.009,1.033,0.013,0.797,0.006,-0.135,1.817,0.080,-0.056,0.438,0.023,35.598,1.111,37.800,0.663,0.511,0.006,0.181,0.002,2.816,0.009,0.000,2.000,0.462,0.008,0.327,0.090,0.181,0.012,0.175,0.004,0.006,0.001,0.131,0.011,1,0,10.725,0.504,2.000,0,12.769,0.709,1.191,1,217.500,10.404,1,0,4.000,9.000,2.430,2.800,63.797,13.091,273.000,71.000,0.171,-0.372,2.285,0.000,2.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_sucinea,0.951,0.006,0.701,0.005,0.916,0.010,0.611,0.003,2.614,0.054,0.307,0.776,0.175,0.005,5.500,0.290,2.264,0.086,0.366,0.016,0.544,19,1,1,0.678,0.073627441,0.216,0.026,1.733,6,0.014,0.001,0.551,6,9.9,31,87.000,2.660,0.972,0.006,0.704,0.005,0.955,0.006,0.654,0.002,-0.081,2.739,0.057,0.486,0.287,0.002,9.783,0.115,29.000,1.000,0.558,0.004,0.192,0.003,2.910,0.011,0.000,2.000,0.404,0.007,0.162,0.007,0.126,0.002,0.113,0.002,0.001,0.000,0.100,0.002,1,0,20.575,0.725,35.000,1,,,,0,,,1,0,4.000,0.000,4.330,4.650,40.574,31.803,293.000,50.000,0.067,-0.319,0.351,0.001,3.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_sulfurigaster,1.160,0.012,0.768,0.006,0.923,0.007,0.821,0.004,1.663,0.031,-0.040,-0.056,0.389,0.009,4.606,0.226,5.181,0.038,0.331,0.019,0.318,35,0,0,0,0,0.103,0.004,0.860,26,0.017,0.002,-0.224,68,49.7,129,1101.600,62.694,1.283,0.009,0.895,0.011,1.146,0.015,1.316,0.009,0.484,2.085,0.043,0.143,0.360,0.050,8.261,0.079,39.800,1.241,0.490,0.005,0.181,0.002,2.711,0.008,0.000,4.000,0.597,0.012,0.113,0.010,0.142,0.002,0.108,0.018,0.002,0.000,0.038,0.005,1,0,20.512,0.732,14.000,0,18.182,0.796,0.886,1,450.000,18.974,1,1,4.000,5.000,0.820,0.820,54.140,46.617,96.000,41.000,0.463,-0.004,0.216,0.001,2.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D_suzukii,1.065,0.017,0.768,0.008,0.925,0.011,0.756,0.006,1.737,0.054,0.071,0.102,0.306,0.032,1.670,,2.828,0.027,0.237,0.025,0.021,72,0,0,0,0,0.007,0.000,-1.745,148,0.009,0.001,-0.588,99,100.7,319,796.600,41.634,1.308,0.013,1.137,0.016,1.406,0.046,2.091,0.026,0.508,2.433,0.063,0.068,0.754,0.014,3.162,0.186,28.000,1.065,0.591,0.005,0.211,0.002,2.805,0.014,0.000,2.000,0.644,0.021,0.191,0.009,0.073,0.002,0.071,0.002,0.000,0.000,0.055,0.003,1,0,28.698,1.307,7.000,0,34.867,3.290,1.215,1,176.667,18.838,1,1,4.000,3.000,3.120,3.400,29.386,20.572,68.000,1.000,0.938,-0.281,0.514,0.003,2.460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
